Id,SalePrice
1411,224068.36057825253
1721,229632.57882744487
1144,139739.54177938186
593,137637.50377413142
575,246943.48004715441
1249,258813.81231209807
1604,151609.87404432552
1064,342895.3325221158
1923,191301.29755523094
1988,144561.8642620152
2325,123665.13350393728
114,196618.21721557027
2700,275011.8698819692
217,264007.0826780109
343,214794.66349626528
386,168302.52879190256
2005,208364.90018608747
2908,178441.77093487527
1814,222213.6211618551
2446,263883.43338358443
208,165087.64713681367
1679,115380.630777362
822,250158.3617022433
6,151980.82192760502
1781,280576.0881311615
2397,175968.78504634535
2340,249416.46593568433
1618,135659.11506330746
2843,155443.00217154692
1061,212321.67760773536
2786,144314.56567316223
1935,162120.06407057773
1341,107343.42663963973
521,226664.99576120896
2136,164222.10207582818
996,154082.85993285547
227,126509.06727574671
135,176957.97940175733
1167,131084.0911695271
294,188951.9609611275
1776,206757.459358543
540,175226.88927978638
1717,198472.95663196774
2303,138379.39954069039
116,208241.25089166098
127,170775.5146804325
1371,130960.44187510059
1014,219740.63527332514
1507,152351.7698108845
702,156184.8979381059
750,167066.0358476376
261,122675.93914852531
1559,90898.07048091569
577,252631.34759077325
2812,143819.9684954562
2080,159647.07818204782
1368,172012.00762469746
2376,148765.9402725161
659,135411.81647445448
1235,173248.50056896242
332,104994.0900455363
1917,153217.31487186998
2094,150249.73180563404
1460,167931.58090862306
1471,222089.9718674286
1509,132444.23340821854
1922,168055.23020304955
433,368119.7885851211
460,217514.9479736482
1116,230745.42247728334
1137,175226.88927978638
53,179060.01740700778
2354,156184.8979381059
1475,216154.80573495675
1761,335600.02415095246
842,159894.3767709008
2739,230374.47459400387
2509,101779.20839044738
1007,171764.70903584445
2610,171641.05974141796
1952,122923.23773737831
2719,278474.050125911
2921,104994.0900455363
1966,191053.99896637793
292,148024.0445059571
1204,173248.50056896242
1829,224933.90563923802
2419,128734.75457542365
391,204408.12276443958
798,123788.78279836378
481,137142.9065964254
193,180914.75682340522
555,158657.88382663584
899,154206.50922728196
2357,140357.7882515143
328,154330.15852170845
1356,141099.6840180733
1154,144314.56567316223
1730,134298.972824616
2249,150249.73180563404
1119,155566.6514659734
2856,160141.67535975378
1394,163727.5048981222
2587,179060.01740700778
61,240884.66462025608
2661,189075.610255554
2711,152970.016283017
1147,140357.7882515143
757,129105.70245870313
2623,166076.84149222562
2378,143201.72202332376
1413,114267.78712752354
1722,206881.1086529695
1112,148024.0445059571
1623,154577.45711056143
1201,154082.85993285547
1513,154824.7556994144
957,289231.53874101624
1171,230003.52671072437
1145,141841.57978463228
2726,263759.78408915794
703,124901.62644820225
760,147776.74591710413
1964,166076.84149222562
2512,125643.52221476124
159,168055.23020304955
1281,159028.8317099153
468,122057.69267639283
290,143325.37131775025
665,142088.8783734853
1463,179554.61458471377
1792,158905.18241548882
923,194887.12709359932
500,195381.7242713053
1408,225181.204228091
331,115380.630777362
170,180543.80894012572
2192,132444.23340821854
2571,205644.61570870454
2314,122923.23773737831
2647,141841.57978463228
422,259308.40948980406
2457,296774.14570103254
1838,204655.42135329256
2805,170899.163974859
1645,196247.2693322908
1711,190064.80461096598
2825,181409.3540011112
322,287005.8514413393
2103,241626.56038681505
342,146540.25297283917
600,148024.0445059571
488,161996.41477615124
1725,268582.10657179134
2246,238411.67873172613
2847,184871.5342450531
806,178689.06952372828
530,150249.73180563404
963,212074.37901888235
2678,127498.26163115868
171,135411.81647445448
2401,265985.4713888349
805,170899.163974859
2259,319278.3172866549
1748,129476.65034198262
1361,132444.23340821854
1677,120573.90114327487
1406,172753.90339125643
2322,147158.49944497165
688,160265.32465418027
143,199956.74816508568
804,161872.76548172475
1214,204408.12276443958
2828,170033.6189138735
1999,193279.68626605486
2467,133680.7263524835
2665,160883.57112631277
1538,280823.3867200145
398,144314.56567316223
2822,182893.14553422917
2157,142336.17696233827
1856,214547.3649074123
1269,167066.0358476376
2570,176957.97940175733
2320,148889.5895669426
1517,137637.50377413142
2304,157915.98806007684
1312,125148.92503705525
2012,144932.8121452947
506,158534.23453220935
2865,182151.24976767018
2367,97204.184496667
554,134422.6221190425
238,178936.36811258126
1954,147282.14873939814
2488,196494.56792114378
2291,104994.0900455363
1969,151857.17263317853
2725,215165.61137954477
1482,142336.17696233827
2763,134422.6221190425
503,172753.90339125643
1584,215536.55926282427
1531,138750.34742396988
2210,158534.23453220935
459,270436.84598818875
556,158657.88382663584
1347,189075.610255554
1290,120573.90114327487
1388,161872.76548172475
1571,237669.78296516716
2754,197483.76227655576
765,179925.56246799324
2494,164098.4527814017
2870,195505.3735657318
7,202924.33123132162
1114,232600.1618936808
2418,167560.6330253436
291,144067.26708430922
18,266974.66574424686
39,277361.20647607255
1001,245459.68851403645
2442,161749.11618729823
616,158534.23453220935
2680,120573.90114327487
1414,156308.5472325324
289,164345.75137025467
40,228396.0858831799
860,148024.0445059571
409,155937.59934925288
673,198967.55380967373
2427,178689.06952372828
2036,158163.28664892982
2564,164098.4527814017
642,268211.1586885118
1008,142707.12484561774
1908,152228.120516458
2519,190188.45390539247
1369,131331.38975838007
2855,148889.5895669426
712,135411.81647445448
1943,161130.86971516575
1958,171270.11185813847
107,134917.21929674846
2295,244717.79274747748
704,136524.66012429295
676,165582.24431451963
259,136895.60800757242
93,210837.8860746174
106,158039.63735450333
2315,138997.64601282286
1050,147776.74591710413
1095,134917.21929674846
2709,169044.42455846153
758,158410.58523778283
1496,122057.69267639283
2370,120573.90114327487
2458,242739.40403665352
2733,204408.12276443958
161,272167.93611015973
726,133928.0249413365
845,214423.7156129858
947,166076.84149222562
2232,160759.92183188628
2563,155937.59934925288
2299,236309.64072647569
211,127127.31374787919
605,257082.72219012713
1478,190064.80461096598
2247,238411.67873172613
2274,231858.2661271218
2869,241131.96320910906
967,170033.6189138735
2656,181285.70470668472
667,191795.89473293693
1042,97204.184496667
2023,168549.82738075557
2447,227901.48870547392
2055,150373.38110006053
2275,257082.72219012713
2204,150249.73180563404
1563,241008.31391468257
483,199956.74816508568
796,167189.6851420641
1526,141346.9826069263
2042,156679.49511581188
442,261039.499611775
1693,179430.96529028725
1468,152846.36698859048
1430,240637.36603140307
2605,255846.22924586217
1529,136153.71224101345
335,184376.9370673471
1287,154701.10640498792
31,102397.45486257988
1785,250900.2574688023
82,147282.14873939814
2620,150002.43321678106
252,189075.610255554
721,138379.39954069039
2165,201935.13687590964
2316,136648.30941871944
775,143572.66990660323
1558,148024.0445059571
17,171022.81326928549
1022,257824.6179566861
925,138873.99671839637
438,249787.41381896383
1270,223821.06198939955
1272,164469.40066468116
215,153217.31487186998
266,153835.56134400246
2402,168302.52879190256
1250,155195.70358269394
1984,177328.9272850368
1279,164098.4527814017
377,227777.83941104743
1252,255598.93065700916
2156,188333.714488995
499,195258.07497687882
1374,126509.06727574671
2898,197978.35945426175
401,144314.56567316223
2721,260421.25313964253
2078,336960.1663896439
2589,168055.23020304955
1946,199214.8523985267
1334,128487.45598657065
2781,228025.1379999004
431,287253.15003019234
576,189075.610255554
1474,143325.37131775025
2254,150991.62757219304
2155,243728.5983920655
885,176710.68081290432
643,168797.12596960855
1944,147900.39521153062
480,142088.8783734853
2845,167931.58090862306
2387,180667.45823455224
2407,206633.81006411652
2527,125025.27574262874
2514,103015.70133471236
629,209601.39313035243
80,162861.95983713673
1876,187591.81872243603
1546,131455.03905280656
2518,186849.92295587706
2347,173743.0977466684
783,219616.98597889865
1322,126880.0151590262
194,132073.28552493907
1770,208488.54948051396
2143,144314.56567316223
1229,149013.2388613691
511,247932.67440256636
46,205397.31711985153
1348,163851.15419254868
2465,130960.44187510059
387,157668.68947122386
873,212692.62549101486
1918,162120.06407057773
2764,152104.4712220315
2184,156184.8979381059
934,106848.82946193374
1920,168055.23020304955
2631,119090.10961015691
1768,339680.45086702687
2040,185366.1314227591
1749,142212.52766791178
834,154206.50922728196
1457,196989.16509884977
79,130465.8446973946
2302,138379.39954069039
1817,146787.55156169215
2755,237051.53649303468
359,124901.62644820225
2059,148394.9923892366
2092,176216.08363519833
2516,231363.66894941582
150,169044.42455846153
1656,133928.0249413365
83,162614.66124828372
2411,200204.0467539387
795,141965.2290790588
2312,160265.32465418027
2917,115380.630777362
1624,122923.23773737831
2215,277361.20647607255
1211,177947.1737571693
1485,142336.17696233827
1024,187220.87083915653
570,192785.08908834888
2874,143943.61778988273
700,207870.30300838148
2756,222708.21833956108
2022,173495.79915781543
583,174361.3442188009
2392,183635.04130078814
2424,212321.67760773536
212,187344.52013358305
736,146787.55156169215
1610,181903.9511788172
890,179554.61458471377
467,129229.35175312964
578,221348.0761008696
1747,175845.13575191886
1149,185737.0793060386
2758,265738.1727999819
857,144314.56567316223
2219,229014.3323553124
733,155195.70358269394
2909,113649.54065539106
1798,172012.00762469746
235,167560.6330253436
2366,132073.28552493907
1027,126509.06727574671
1195,151857.17263317853
1303,87806.83812025326
148,232847.4604825338
608,197236.46368770278
2515,143078.07272889727
821,239029.9252038586
2500,198349.30733754125
745,160512.62324303327
741,169415.37244174103
1611,179678.26387914026
2532,158657.88382663584
1081,217391.2986792217
1692,277732.1543593521
2520,165582.24431451963
276,243234.0012143595
1992,141594.28119577927
663,111547.50265014061
418,140852.38542922033
1733,123788.78279836378
2359,173866.7470410949
253,188581.013077848
1518,167560.6330253436
2035,133928.0249413365
2919,104994.0900455363
1540,188086.41590014202
2120,163851.15419254868
1674,202800.68193689513
256,167560.6330253436
2361,144314.56567316223
978,115380.630777362
2280,153217.31487186998
2095,182769.49623980265
1709,177947.1737571693
2801,174484.99351322738
1246,146540.25297283917
2373,97204.184496667
1055,233094.7590713868
2017,149136.88815579558
1099,183635.04130078814
1344,137390.2051852784
835,180914.75682340522
1117,214052.7677297063
2043,141346.9826069263
2085,165829.5429033726
410,136895.60800757242
2650,128240.15739771766
2867,173990.3963355214
1668,154948.40499384093
1161,114762.38430522953
2122,185860.72860046508
2539,178565.4202293018
1047,169662.67103059404
1445,153464.61346072296
541,175226.88927978638
569,250900.2574688023
1276,140357.7882515143
918,115133.33218850901
326,203666.22699788059
1936,151857.17263317853
895,145798.35720628017
257,156803.14441023837
1241,231610.96753826883
1545,151115.27686661953
1189,193032.38767720188
270,142336.17696233827
2066,231240.01965498933
693,121810.39408753984
1259,192537.7904994959
2916,205644.61570870454
2321,247685.37581371338
1977,163851.15419254868
1895,207375.7058306755
1240,193403.33556048138
85,180296.51035127274
1823,175968.78504634535
825,264748.9784445699
110,221966.32257300208
697,137637.50377413142
2297,135906.41365216044
1231,178936.36811258126
1355,159647.07818204782
968,264748.9784445699
584,196370.9186267173
1315,146787.55156169215
1606,138379.39954069039
206,138379.39954069039
1685,262028.693967187
2016,162861.95983713673
869,154206.50922728196
2135,148024.0445059571
2346,135164.51788560147
2430,222955.51692841406
2198,135040.86859117498
2652,156184.8979381059
27,146540.25297283917
241,187344.52013358305
906,140357.7882515143
1506,109816.41252816966
2098,218751.4409179132
1435,212816.27478544135
2213,189075.610255554
1274,138750.34742396988
743,136401.01082986646
1737,203171.6298201746
2797,172259.30621355044
2185,179925.56246799324
58,133186.12917477754
830,189817.50602211297
808,227283.24223334144
680,177947.1737571693
1153,147529.44732825115
1291,127498.26163115868
1818,287253.15003019234
2161,128734.75457542365
1883,169168.07385288805
350,349325.0958322936
2473,177328.9272850368
295,173743.0977466684
293,247561.7265192869
859,144314.56567316223
288,144314.56567316223
1578,130713.14328624759
102,130960.44187510059
2831,157421.39088237088
1030,216031.15644053026
2551,191795.89473293693
1286,155937.59934925288
958,237793.43225959365
776,143819.9684954562
72,218998.73950676617
2263,231734.61683269532
1866,171270.11185813847
2876,116740.77301605347
2146,196247.2693322908
103,123541.48420951079
1500,170033.6189138735
492,147776.74591710413
167,182769.49623980265
2597,140481.4375459408
2685,167066.0358476376
1035,167807.93161419657
1220,126509.06727574671
2602,133186.12917477754
2159,142212.52766791178
695,157668.68947122386
1109,188704.6623722745
640,208364.90018608747
1652,165087.64713681367
2090,174114.0456299479
1188,252631.34759077325
2345,218998.73950676617
1059,266232.76997768786
2751,199214.8523985267
128,276001.0642373811
1523,156184.8979381059
2925,188828.311666701
2145,284780.16414166236
1121,207128.40724182248
566,207623.00441952847
565,158039.63735450333
1331,178936.36811258126
2928,157421.39088237088
156,171764.70903584445
797,179430.96529028725
327,104994.0900455363
2859,153711.91204957594
1453,133928.0249413365
1762,257453.67007340663
1868,236556.9393153287
1760,156308.5472325324
1113,232105.56471597482
1812,151238.92616104602
117,152475.41910531098
1142,245088.74063075695
2342,284780.16414166236
927,174979.59069093337
2478,153835.56134400246
655,135411.81647445448
2064,150249.73180563404
369,226664.99576120896
2239,162614.66124828372
2732,217144.00009036873
1653,183016.79482865566
959,142088.8783734853
2395,228396.0858831799
1412,144314.56567316223
271,243728.5983920655
1484,142336.17696233827
1497,177452.57657946332
552,156679.49511581188
2,148271.34309481012
1855,329541.20872405416
4,298381.586528577
2292,168797.12596960855
134,194268.88062146684
646,161749.11618729823
42,247438.0772248604
532,229508.92953301838
713,128487.45598657065
2561,187839.11731128904
2360,173001.20198010944
1333,140357.7882515143
1407,199091.20310410022
2892,190559.40178867194
574,159028.8317099153
1227,242863.05333108
2591,289602.4866242957
1476,215041.96208511828
1125,167684.28231977008
1446,159276.13029876832
408,115380.630777362
1101,179060.01740700778
2251,209601.39313035243
373,211950.72972445586
2554,166447.78937550512
2382,237546.13367074067
1985,131578.68834723305
519,199956.74816508568
1093,156432.1965269589
864,169539.02173616752
2889,161625.46689287174
2308,259679.35737308356
986,135906.41365216044
1302,149260.53745022207
585,128363.80669214415
2708,169539.02173616752
147,186602.62436702405
1441,222213.6211618551
383,172012.00762469746
285,226170.39858350297
181,168549.82738075557
358,121563.09549868685
780,293559.2640459436
258,147776.74591710413
1865,210961.53536904388
692,138626.6981295434
2902,288242.34438560426
508,247190.7786360074
2638,189075.610255554
36,143201.72202332376
611,216154.80573495675
2281,166076.84149222562
1678,120573.90114327487
1696,353034.5746650885
1557,120450.25184884838
2180,128240.15739771766
1726,201193.24110935067
951,151980.82192760502
267,166571.4386699316
2706,208364.90018608747
2221,264872.6277389964
1357,191053.99896637793
2901,279834.19236460247
347,155937.59934925288
2164,184624.23565620012
1586,220729.82962873712
360,184624.23565620012
1769,176834.33010733084
2617,219493.33668447216
1879,251147.55605765528
991,299247.13158956246
1535,152722.717694164
1191,238411.67873172613
1579,135906.41365216044
1882,155937.59934925288
1510,160759.92183188628
2196,197731.06086540874
1845,130960.44187510059
2336,209354.09454149945
942,111176.55476686113
861,132444.23340821854
2555,133186.12917477754
1392,208488.54948051396
2099,241626.56038681505
1543,101284.61121274141
948,225181.204228091
1239,215536.55926282427
22,182522.19765094967
2796,241997.50827009455
2747,197978.35945426175
92,192166.8426162164
210,244594.14345305096
1858,197607.41157098225
2228,163603.85560369567
447,223202.81551726707
827,235815.0435487697
1649,171641.05974141796
682,203047.9805257481
2698,159152.4810043418
494,133186.12917477754
214,153959.21063842895
2441,171270.11185813847
2679,162985.60913156322
1336,154824.7556994144
465,127498.26163115868
1524,120573.90114327487
2543,144314.56567316223
631,178936.36811258126
2452,198843.9045152472
228,120573.90114327487
126,251147.55605765528
1092,205397.31711985153
1122,207128.40724182248
932,273157.13046557165
1980,166942.38655321108
2171,156184.8979381059
551,123788.78279836378
2768,209106.79595264644
2056,148024.0445059571
1159,263388.8362058784
2645,171517.41044699147
1174,122057.69267639283
2266,184253.28777292062
2462,289231.53874101624
1219,175721.48645749237
2922,251147.55605765528
118,189817.50602211297
474,179060.01740700778
2576,208488.54948051396
872,263512.48550030496
1077,203418.9284090276
1536,172382.95550797696
1150,159152.4810043418
2341,263265.186911452
1931,180172.86105684625
2785,157545.04017679737
2538,167436.9837309171
597,181533.0032955377
464,131949.63623051255
233,202182.43546476265
2169,153217.31487186998
2123,117359.01948818596
1867,197607.41157098225
137,310375.56808794715
515,152722.717694164
933,101284.61121274141
2784,195999.9707434378
972,186355.32577817107
599,203418.9284090276
2614,144314.56567316223
2582,154082.85993285547
1409,181285.70470668472
175,141346.9826069263
352,220235.23245103113
976,115380.630777362
2134,141346.9826069263
984,140481.4375459408
2396,277855.80365377857
1673,132320.58411379205
404,132073.28552493907
607,199833.0988706592
814,189446.55813883347
868,141346.9826069263
2271,221842.6732785756
1633,184624.23565620012
337,187839.11731128904
2765,233094.7590713868
1746,226664.99576120896
368,290468.0316852812
2806,209354.09454149945
1662,171517.41044699147
1234,173990.3963355214
1373,187220.87083915653
1672,144314.56567316223
1939,151857.17263317853
